REPORT_DATE,NEIGHBOURHOOD_158,INJURIES,DEATH
2022-09-16,York University Heights (27),0,0
2004-09-07,Regent Park (72),0,0
2011-02-20,Englemount-Lawrence (32),1,0
2005-10-04,Malvern East (146),1,0
2011-02-05,Yorkdale-Glen Park (31),0,0
2006-09-16,Mount Olive-Silverstone-Jamestown (2),0,0
2010-01-18,West Humber-Clairville (1),1,0
2018-11-24,West Humber-Clairville (1),1,0
2011-03-08,Yorkdale-Glen Park (31),0,0
2021-04-12,Malvern East (146),1,0
2013-08-14,Malvern East (146),0,0
2022-12-23,Black Creek (24),0,0
2021-01-12,Humber Summit (21),0,0
2005-10-26,West Humber-Clairville (1),1,0
2008-02-25,Mount Olive-Silverstone-Jamestown (2),0,0
2019-03-06,Mount Olive-Silverstone-Jamestown (2),1,0
2005-03-20,Englemount-Lawrence (32),0,1
2012-04-30,Glenfield-Jane Heights (25),2,0
2004-04-04,Englemount-Lawrence (32),0,0
2014-12-03,Yorkdale-Glen Park (31),1,1
2013-09-05,Humber Summit (21),0,0
2005-01-13,Malvern East (146),0,0
2007-09-27,Glenfield-Jane Heights (25),1,0
2010-03-18,York University Heights (27),1,0
2022-09-22,Malvern East (146),0,0
2005-09-11,York University Heights (27),1,0
2005-03-23,West Humber-Clairville (1),1,1
2004-08-29,Regent Park (72),0,0
2023-05-11,Mount Olive-Silverstone-Jamestown (2),2,0
2011-11-01,Glenfield-Jane Heights (25),0,0
2020-08-31,Malvern East (146),0,0
2023-05-10,Malvern East (146),1,1
2005-02-10,Black Creek (24),0,0
2021-06-12,Regent Park (72),0,0
2011-10-03,West Humber-Clairville (1),4,0
2008-02-06,Yorkdale-Glen Park (31),0,0
2011-07-09,Mount Olive-Silverstone-Jamestown (2),1,0
2008-01-04,West Humber-Clairville (1),1,0
2012-11-16,Englemount-Lawrence (32),1,0
2012-06-21,Yorkdale-Glen Park (31),1,0
2015-10-23,Humber Summit (21),1,0
2013-09-25,Black Creek (24),1,0
2016-12-26,Yorkdale-Glen Park (31),1,0
2004-03-19,Mount Olive-Silverstone-Jamestown (2),4,0
2008-03-10,Glenfield-Jane Heights (25),1,0
2012-11-09,Englemount-Lawrence (32),1,1
2021-06-20,Malvern East (146),0,0
2016-10-18,Yorkdale-Glen Park (31),0,0
2009-01-04,West Humber-Clairville (1),0,0
2012-02-24,West Humber-Clairville (1),0,0
2016-05-14,Regent Park (72),0,0
2016-07-24,Black Creek (24),1,0
2017-03-18,Mount Olive-Silverstone-Jamestown (2),1,0
2008-12-24,Englemount-Lawrence (32),1,0
2010-03-06,Englemount-Lawrence (32),0,0
2016-11-07,York University Heights (27),0,0
2014-04-22,Black Creek (24),2,1
2006-05-26,Regent Park (72),1,1
2010-08-02,Humber Summit (21),1,0
2018-02-16,Mount Olive-Silverstone-Jamestown (2),1,0
2006-06-22,Englemount-Lawrence (32),0,0
2023-12-23,Mount Olive-Silverstone-Jamestown (2),1,0
2017-07-14,Humber Summit (21),1,0
2023-03-31,Yorkdale-Glen Park (31),0,0
2016-06-11,Malvern East (146),1,0
2007-06-09,Yorkdale-Glen Park (31),2,0
2007-09-19,Glenfield-Jane Heights (25),1,0
2010-09-09,Humber Summit (21),2,0
2014-05-29,Black Creek (24),1,1
2009-02-06,Englemount-Lawrence (32),1,0
2011-05-10,York University Heights (27),0,1
2015-04-29,Yorkdale-Glen Park (31),2,0
2013-02-17,Yorkdale-Glen Park (31),1,0
2014-04-26,Regent Park (72),0,0
2004-07-19,West Humber-Clairville (1),0,0
2004-02-21,Englemount-Lawrence (32),2,0
2018-08-19,Yorkdale-Glen Park (31),0,0
2009-10-15,Mount Olive-Silverstone-Jamestown (2),1,0
2005-11-10,Black Creek (24),1,0
2014-07-08,Glenfield-Jane Heights (25),1,1
2005-07-30,Glenfield-Jane Heights (25),1,0
2016-06-18,Regent Park (72),3,0
2006-10-11,Humber Summit (21),0,0
2009-04-10,Black Creek (24),1,0
2015-01-27,Mount Olive-Silverstone-Jamestown (2),1,0
2019-07-01,York University Heights (27),2,0
2018-01-26,West Humber-Clairville (1),0,0
2007-05-14,Malvern East (146),0,1
2009-12-11,Regent Park (72),0,1
2011-03-24,Mount Olive-Silverstone-Jamestown (2),0,0
2014-07-13,Humber Summit (21),2,0
2011-08-19,West Humber-Clairville (1),1,0
2020-12-10,Yorkdale-Glen Park (31),0,0
2013-03-06,West Humber-Clairville (1),0,0
2009-11-08,Glenfield-Jane Heights (25),0,0
2022-08-10,Mount Olive-Silverstone-Jamestown (2),2,0
2009-06-26,Regent Park (72),1,0
2005-08-28,West Humber-Clairville (1),3,0
2021-03-02,Humber Summit (21),1,0
2012-06-06,Englemount-Lawrence (32),0,1
2006-04-18,Mount Olive-Silverstone-Jamestown (2),2,0
2020-10-19,Humber Summit (21),1,0
2022-06-13,Malvern East (146),4,0
2011-08-26,Regent Park (72),0,0
2012-11-12,Malvern East (146),2,0
2016-07-30,Mount Olive-Silverstone-Jamestown (2),3,0
2005-08-21,Englemount-Lawrence (32),2,0
2008-07-15,Humber Summit (21),2,0
2006-07-19,Malvern East (146),3,0
2012-01-28,Malvern East (146),0,0
2004-03-11,Yorkdale-Glen Park (31),1,0
2020-02-17,West Humber-Clairville (1),0,1
2015-01-24,Regent Park (72),1,1
2015-06-08,West Humber-Clairville (1),1,0
2014-12-29,Englemount-Lawrence (32),1,0
2022-12-11,Englemount-Lawrence (32),1,0
2017-08-11,Englemount-Lawrence (32),0,0
2017-08-31,Mount Olive-Silverstone-Jamestown (2),1,0
2013-08-09,Glenfield-Jane Heights (25),0,0
2020-01-26,Yorkdale-Glen Park (31),0,0
2023-07-20,Black Creek (24),3,0
2004-09-26,York University Heights (27),1,0
2007-12-06,York University Heights (27),0,0
2019-10-14,Yorkdale-Glen Park (31),0,0
2021-03-12,West Humber-Clairville (1),0,0
2011-06-13,Glenfield-Jane Heights (25),2,1
2016-12-06,Regent Park (72),0,0
2018-02-21,Mount Olive-Silverstone-Jamestown (2),1,0
2009-10-12,West Humber-Clairville (1),1,0
2011-01-22,Yorkdale-Glen Park (31),1,0
2021-06-12,Humber Summit (21),1,0
2019-09-08,York University Heights (27),2,0
2023-12-23,Black Creek (24),1,0
2013-01-06,Mount Olive-Silverstone-Jamestown (2),0,0
2006-04-15,Black Creek (24),1,0
2008-03-10,Glenfield-Jane Heights (25),0,0
2005-08-24,Black Creek (24),2,0
2023-12-16,Englemount-Lawrence (32),0,0
2004-11-26,Black Creek (24),1,0
2017-09-05,Regent Park (72),0,1
2022-03-12,Humber Summit (21),0,0
2020-03-03,Black Creek (24),2,0
2004-10-17,Malvern East (146),1,0
2014-12-14,Humber Summit (21),1,0
2017-03-31,Black Creek (24),0,0
2017-06-25,Regent Park (72),0,0
2006-07-07,Regent Park (72),1,0
2012-11-14,Mount Olive-Silverstone-Jamestown (2),1,0
2011-08-08,Humber Summit (21),0,0
2008-01-10,West Humber-Clairville (1),0,0
2020-10-18,Yorkdale-Glen Park (31),2,0
2007-09-26,Glenfield-Jane Heights (25),0,0
2009-10-17,Englemount-Lawrence (32),0,1
2005-05-18,Malvern East (146),0,0
2012-08-13,Mount Olive-Silverstone-Jamestown (2),1,0
2006-10-22,Humber Summit (21),1,0
2012-01-12,York University Heights (27),0,0
2006-02-24,West Humber-Clairville (1),0,0
2008-11-30,Malvern East (146),3,0
2023-11-30,Yorkdale-Glen Park (31),2,0
2012-09-17,West Humber-Clairville (1),1,0
2006-05-04,Black Creek (24),0,0
2016-03-27,Englemount-Lawrence (32),1,0
2006-12-31,Humber Summit (21),1,1
2005-03-24,Englemount-Lawrence (32),1,0
2023-04-02,Regent Park (72),2,0
2012-04-06,Glenfield-Jane Heights (25),1,0
2013-01-13,Regent Park (72),0,0
2008-03-26,Black Creek (24),1,0
2016-02-17,Englemount-Lawrence (32),0,0
2012-03-19,Mount Olive-Silverstone-Jamestown (2),3,0
2012-07-24,Malvern East (146),3,1
2005-09-09,Englemount-Lawrence (32),2,0
2021-07-24,Humber Summit (21),0,0
2015-10-12,West Humber-Clairville (1),1,0
2005-03-11,Glenfield-Jane Heights (25),0,0
2012-01-02,Englemount-Lawrence (32),3,0
2012-05-06,Black Creek (24),2,0
2015-01-11,York University Heights (27),1,0
2005-08-23,Englemount-Lawrence (32),2,0
2007-08-08,Malvern East (146),2,0
2005-01-21,Malvern East (146),0,0
2013-02-16,Humber Summit (21),2,0
2012-08-05,Glenfield-Jane Heights (25),0,0
2012-09-26,Yorkdale-Glen Park (31),1,0
2011-08-23,Glenfield-Jane Heights (25),0,0
2022-05-14,Malvern East (146),2,0
2018-12-29,Humber Summit (21),1,0
2011-10-10,West Humber-Clairville (1),1,0
2006-01-11,Malvern East (146),2,0
2006-04-15,Mount Olive-Silverstone-Jamestown (2),1,0
2009-02-01,Black Creek (24),2,0
2016-08-23,Mount Olive-Silverstone-Jamestown (2),1,0
2016-10-25,Black Creek (24),1,0
2004-09-12,Malvern East (146),0,0
2013-05-13,Black Creek (24),0,0
2017-09-05,Regent Park (72),3,0
2015-06-15,Englemount-Lawrence (32),4,0
2019-02-26,Malvern East (146),0,0
2020-05-12,Black Creek (24),1,0
2009-08-20,Malvern East (146),0,0
2005-08-08,Humber Summit (21),4,0
2016-06-24,West Humber-Clairville (1),2,1
2014-06-23,Malvern East (146),1,0
2011-07-10,Malvern East (146),1,0
2023-02-15,Black Creek (24),1,0
2017-02-01,Malvern East (146),2,1
2014-09-03,West Humber-Clairville (1),3,0
2021-08-02,York University Heights (27),0,0
2013-10-23,Black Creek (24),2,0
2006-03-13,West Humber-Clairville (1),1,0
2010-04-08,Yorkdale-Glen Park (31),1,0
2006-02-16,Mount Olive-Silverstone-Jamestown (2),1,0
2018-03-11,Mount Olive-Silverstone-Jamestown (2),0,0
2007-09-13,Humber Summit (21),0,0
2021-04-16,West Humber-Clairville (1),0,1
2018-10-31,Mount Olive-Silverstone-Jamestown (2),1,1
2010-01-16,Englemount-Lawrence (32),1,0
2008-08-29,Yorkdale-Glen Park (31),0,1
2008-04-01,Humber Summit (21),1,0
2022-02-06,Malvern East (146),2,0
2006-07-17,York University Heights (27),2,0
2011-08-20,Humber Summit (21),1,0
2020-09-02,Humber Summit (21),2,0
2010-08-09,Yorkdale-Glen Park (31),1,0
2009-06-16,Glenfield-Jane Heights (25),0,0
2020-06-22,York University Heights (27),0,0
2011-03-23,Englemount-Lawrence (32),0,0
2013-09-12,Mount Olive-Silverstone-Jamestown (2),1,0
2014-10-25,Yorkdale-Glen Park (31),3,0
2009-07-16,Englemount-Lawrence (32),0,0
2018-08-21,Englemount-Lawrence (32),1,0
2011-11-21,West Humber-Clairville (1),0,0
2019-09-20,Mount Olive-Silverstone-Jamestown (2),4,0
2007-08-31,Yorkdale-Glen Park (31),3,0
2014-12-28,Glenfield-Jane Heights (25),1,0
2010-04-09,York University Heights (27),2,0
2013-02-18,Mount Olive-Silverstone-Jamestown (2),1,0
2005-06-18,Black Creek (24),2,0
2017-05-20,West Humber-Clairville (1),1,0
2006-09-08,Humber Summit (21),0,0
2009-11-29,West Humber-Clairville (1),1,0
2016-06-17,Yorkdale-Glen Park (31),2,0
2012-08-30,Black Creek (24),0,0
2006-02-27,Glenfield-Jane Heights (25),1,1
2022-07-19,Mount Olive-Silverstone-Jamestown (2),2,0
2009-09-26,Regent Park (72),1,0
2012-04-04,West Humber-Clairville (1),0,0
2016-07-13,Glenfield-Jane Heights (25),2,0
2007-06-25,Humber Summit (21),1,1
2009-11-22,Humber Summit (21),2,0
2007-04-09,Regent Park (72),1,0
2017-02-12,Regent Park (72),1,0
2005-04-03,York University Heights (27),1,0
2022-03-26,Englemount-Lawrence (32),3,0
2011-11-26,Malvern East (146),1,0
2018-11-14,Yorkdale-Glen Park (31),2,0
2019-07-22,Yorkdale-Glen Park (31),1,0
2012-01-18,Glenfield-Jane Heights (25),2,0
2004-05-18,York University Heights (27),0,0
2008-11-16,Regent Park (72),1,0
2005-04-25,Englemount-Lawrence (32),1,0
2006-04-22,Glenfield-Jane Heights (25),1,0
2009-01-25,Black Creek (24),0,0
2015-11-24,Humber Summit (21),0,0
2014-06-10,Humber Summit (21),1,0
2019-08-26,Mount Olive-Silverstone-Jamestown (2),1,0
2021-09-21,York University Heights (27),1,0
2016-12-11,York University Heights (27),1,0
2008-07-07,Humber Summit (21),1,0
2015-09-30,Malvern East (146),1,0
2018-04-15,West Humber-Clairville (1),2,1
2007-01-26,West Humber-Clairville (1),0,0
2006-12-17,Englemount-Lawrence (32),1,0
2019-03-06,Yorkdale-Glen Park (31),1,0
2023-07-11,York University Heights (27),1,0
2008-03-28,Englemount-Lawrence (32),3,0
2020-11-03,Malvern East (146),1,0
2010-04-24,Glenfield-Jane Heights (25),0,0
2022-07-23,Humber Summit (21),2,0
2021-07-15,Black Creek (24),0,0
2022-06-17,Glenfield-Jane Heights (25),2,0
2008-04-01,Mount Olive-Silverstone-Jamestown (2),0,0
2012-02-23,Mount Olive-Silverstone-Jamestown (2),0,1
2015-10-11,Black Creek (24),0,0
2015-10-04,Englemount-Lawrence (32),2,0
2019-08-18,Humber Summit (21),1,0
2020-04-25,Humber Summit (21),2,0
2014-10-16,Black Creek (24),0,0
2005-04-03,York University Heights (27),1,0
2007-06-11,Humber Summit (21),0,0
2008-04-01,Humber Summit (21),1,0
2014-09-15,Yorkdale-Glen Park (31),0,0
2006-12-14,Glenfield-Jane Heights (25),2,0
2020-10-06,Mount Olive-Silverstone-Jamestown (2),1,0
2009-03-30,Mount Olive-Silverstone-Jamestown (2),2,0
2019-06-21,Yorkdale-Glen Park (31),2,0
2011-09-01,Yorkdale-Glen Park (31),2,0
2019-05-09,Humber Summit (21),0,0
2007-07-18,York University Heights (27),1,0
2014-12-27,Englemount-Lawrence (32),0,0
2016-04-20,Mount Olive-Silverstone-Jamestown (2),0,0
2018-08-12,West Humber-Clairville (1),0,0
2018-06-10,Black Creek (24),0,0
2007-05-17,Humber Summit (21),0,0
2013-11-25,Glenfield-Jane Heights (25),0,0
2023-01-22,Mount Olive-Silverstone-Jamestown (2),0,0
2011-10-04,Regent Park (72),0,0
2017-01-07,Malvern East (146),0,0
2004-12-12,Humber Summit (21),0,0
2012-08-11,Glenfield-Jane Heights (25),0,0
2008-05-07,Englemount-Lawrence (32),1,1
2014-09-07,Yorkdale-Glen Park (31),0,0
2013-04-23,York University Heights (27),1,0
2017-01-18,York University Heights (27),3,0
2018-12-11,Yorkdale-Glen Park (31),1,0
2020-12-20,Black Creek (24),3,0
2018-09-10,Glenfield-Jane Heights (25),2,0
2007-10-25,West Humber-Clairville (1),4,0
2017-08-11,West Humber-Clairville (1),0,1
2006-12-03,Englemount-Lawrence (32),2,0
2006-05-09,Englemount-Lawrence (32),1,0
2019-01-17,Yorkdale-Glen Park (31),1,0
2017-10-06,York University Heights (27),1,0
2007-01-12,West Humber-Clairville (1),0,0
2011-01-26,Glenfield-Jane Heights (25),0,0
2013-12-04,Humber Summit (21),0,1
2008-09-28,Black Creek (24),1,1
2010-02-19,Humber Summit (21),0,0
2010-11-12,Englemount-Lawrence (32),0,0
2020-04-15,Glenfield-Jane Heights (25),2,0
2022-05-25,Black Creek (24),1,0
2012-08-14,York University Heights (27),2,0
2014-02-07,Humber Summit (21),1,0
2017-12-11,Glenfield-Jane Heights (25),2,0
2019-10-26,Humber Summit (21),1,0
2013-02-19,Glenfield-Jane Heights (25),1,0
2005-12-13,West Humber-Clairville (1),1,0
2021-10-16,Mount Olive-Silverstone-Jamestown (2),0,0
2015-02-12,West Humber-Clairville (1),1,0
2010-11-22,Malvern East (146),1,0
2021-09-30,Humber Summit (21),0,0
2004-07-18,Glenfield-Jane Heights (25),1,0
2013-01-21,Regent Park (72),0,0
2006-09-19,Malvern East (146),1,0
2004-09-14,Glenfield-Jane Heights (25),2,0
2007-11-04,Regent Park (72),4,0
2009-05-16,Englemount-Lawrence (32),1,0
2012-01-19,Malvern East (146),2,1
2022-12-01,Englemount-Lawrence (32),3,0
2007-02-09,Regent Park (72),1,0
2012-06-03,Glenfield-Jane Heights (25),2,0
2016-06-30,Glenfield-Jane Heights (25),0,0
2010-12-01,Glenfield-Jane Heights (25),1,0
2005-09-03,West Humber-Clairville (1),1,0
2007-12-05,West Humber-Clairville (1),0,0
2009-04-06,Humber Summit (21),2,0
2014-03-15,West Humber-Clairville (1),1,0
2022-11-11,York University Heights (27),1,0
2014-02-03,Black Creek (24),0,0
2018-03-05,West Humber-Clairville (1),1,1
2004-10-16,West Humber-Clairville (1),2,0
2005-04-10,Regent Park (72),2,0
2010-12-10,Englemount-Lawrence (32),4,1
2017-06-10,Regent Park (72),1,0
2013-02-18,West Humber-Clairville (1),2,0
2022-06-09,Black Creek (24),0,0
2020-07-07,Malvern East (146),0,0
2009-04-11,Yorkdale-Glen Park (31),1,0
2021-09-12,Malvern East (146),1,1
2015-03-28,Humber Summit (21),2,0
2017-08-02,Yorkdale-Glen Park (31),0,0
2010-05-17,York University Heights (27),1,0
2016-12-20,York University Heights (27),1,1
2017-09-11,Mount Olive-Silverstone-Jamestown (2),2,0
2022-10-04,Malvern East (146),1,0
2006-11-29,Regent Park (72),0,1
2012-10-24,Mount Olive-Silverstone-Jamestown (2),1,0
2012-05-25,Glenfield-Jane Heights (25),0,0
2015-04-06,Glenfield-Jane Heights (25),2,0
2006-08-07,Black Creek (24),1,0
2016-04-20,Mount Olive-Silverstone-Jamestown (2),3,0
2017-11-06,Yorkdale-Glen Park (31),2,0
2016-03-01,Malvern East (146),1,0
2020-10-17,Black Creek (24),0,0
2015-05-25,Mount Olive-Silverstone-Jamestown (2),2,0
2006-05-27,Humber Summit (21),0,0
2014-05-31,Glenfield-Jane Heights (25),0,0
2014-01-24,Yorkdale-Glen Park (31),0,1
2016-04-05,West Humber-Clairville (1),1,0
2015-08-17,Black Creek (24),1,0
2011-03-23,Glenfield-Jane Heights (25),2,0
2016-07-02,York University Heights (27),0,0
2017-12-28,Malvern East (146),4,1
2016-02-26,Black Creek (24),1,0
2021-04-12,Humber Summit (21),2,0
2004-06-09,Malvern East (146),3,0
2005-02-24,Yorkdale-Glen Park (31),1,0
2010-10-27,Yorkdale-Glen Park (31),0,0
2009-09-07,Black Creek (24),2,0
2005-09-24,Englemount-Lawrence (32),2,0
2018-09-04,Humber Summit (21),2,0
2009-06-12,Black Creek (24),1,0
2017-01-12,Yorkdale-Glen Park (31),2,0
2018-02-17,Malvern East (146),1,0
2020-07-16,Black Creek (24),1,0
2009-06-30,Malvern East (146),0,0
2004-02-13,Regent Park (72),1,0
2004-08-11,Regent Park (72),1,0
2018-01-14,West Humber-Clairville (1),0,0
2006-06-30,York University Heights (27),2,0
2011-02-11,Regent Park (72),0,0
2021-10-13,Malvern East (146),3,0
2011-11-20,Black Creek (24),0,0
2009-02-28,Black Creek (24),0,0
2015-10-22,Humber Summit (21),1,0
2022-09-22,Regent Park (72),1,0
2005-11-13,Englemount-Lawrence (32),1,0
2019-04-02,Malvern East (146),0,0
2004-02-25,Regent Park (72),1,0
2018-10-11,Humber Summit (21),1,0
2019-02-11,Englemount-Lawrence (32),2,0
2017-01-01,York University Heights (27),1,0
2015-11-03,Yorkdale-Glen Park (31),0,0
2010-08-19,Yorkdale-Glen Park (31),1,0
2008-05-18,Mount Olive-Silverstone-Jamestown (2),0,0
2021-06-25,Mount Olive-Silverstone-Jamestown (2),2,0
2010-05-16,Yorkdale-Glen Park (31),1,0
2008-10-23,Regent Park (72),2,0
2008-03-23,Regent Park (72),1,0
2011-05-31,York University Heights (27),1,0
2020-06-12,Malvern East (146),1,0
2012-08-11,Yorkdale-Glen Park (31),1,0
2021-01-20,Humber Summit (21),0,1
2007-12-28,Englemount-Lawrence (32),1,0
2020-11-12,Mount Olive-Silverstone-Jamestown (2),0,0
2005-10-10,Mount Olive-Silverstone-Jamestown (2),1,0
2004-06-11,Glenfield-Jane Heights (25),1,0
2019-05-06,Mount Olive-Silverstone-Jamestown (2),1,0
2013-09-10,Mount Olive-Silverstone-Jamestown (2),2,0
2012-11-30,Glenfield-Jane Heights (25),2,0
2005-10-17,Malvern East (146),1,0
2006-03-30,Black Creek (24),2,0
2010-11-26,Yorkdale-Glen Park (31),3,0
2016-03-08,West Humber-Clairville (1),2,0
2020-11-30,Yorkdale-Glen Park (31),3,0
2013-11-18,Black Creek (24),2,0
2017-05-08,Glenfield-Jane Heights (25),0,0
2006-11-25,Malvern East (146),1,1
2008-09-06,Regent Park (72),2,0
2016-08-03,Yorkdale-Glen Park (31),1,0
2005-02-12,Black Creek (24),2,0
2023-09-13,Black Creek (24),0,0
2020-10-13,West Humber-Clairville (1),1,0
2005-10-30,York University Heights (27),0,0
2023-06-26,Englemount-Lawrence (32),1,0
2006-03-22,Regent Park (72),0,0
2020-09-13,West Humber-Clairville (1),3,0
2015-08-14,West Humber-Clairville (1),1,0
2009-11-10,West Humber-Clairville (1),2,1
2010-05-05,York University Heights (27),0,0
2011-07-27,Black Creek (24),1,0
2011-06-15,Englemount-Lawrence (32),1,0
2005-01-06,Black Creek (24),1,0
2005-05-31,Glenfield-Jane Heights (25),0,1
2018-03-03,Malvern East (146),1,0
2015-06-04,York University Heights (27),0,0
2005-04-15,Englemount-Lawrence (32),2,0
2013-05-12,Malvern East (146),1,1
2017-01-31,Black Creek (24),2,0
2016-10-23,Humber Summit (21),1,0
2021-03-01,Malvern East (146),5,1
2007-12-16,West Humber-Clairville (1),0,0
2005-12-20,York University Heights (27),1,0
2018-03-22,Malvern East (146),2,0
2011-03-31,Englemount-Lawrence (32),1,0
2022-02-18,Black Creek (24),0,0
2023-07-10,West Humber-Clairville (1),0,0
2009-07-20,Regent Park (72),1,0
2004-10-30,Humber Summit (21),2,0
2008-12-11,Malvern East (146),3,1
2017-06-29,Glenfield-Jane Heights (25),1,0
2019-12-01,Englemount-Lawrence (32),0,0
2011-09-26,Humber Summit (21),0,0
2023-11-10,Regent Park (72),1,0
2018-02-17,Englemount-Lawrence (32),0,0
2015-06-27,Mount Olive-Silverstone-Jamestown (2),0,0
2014-12-22,Regent Park (72),1,0
2018-01-31,Black Creek (24),1,0
2016-11-14,Glenfield-Jane Heights (25),0,0
2015-09-15,Regent Park (72),2,0
2013-03-18,Malvern East (146),0,0
2009-04-03,Humber Summit (21),0,0
2016-09-08,Humber Summit (21),0,0
2011-07-23,Yorkdale-Glen Park (31),0,0
2015-10-16,Regent Park (72),0,0
2022-04-26,Malvern East (146),1,0
2017-10-04,Malvern East (146),1,0
2005-12-03,Humber Summit (21),1,0
2016-02-25,Englemount-Lawrence (32),0,0
2004-03-16,Regent Park (72),2,0
2007-05-15,York University Heights (27),0,0
2018-10-24,Yorkdale-Glen Park (31),2,0
2023-02-12,Yorkdale-Glen Park (31),0,1
2017-12-02,West Humber-Clairville (1),2,0
2009-09-12,York University Heights (27),0,0
2007-11-05,York University Heights (27),0,0
2018-01-03,Regent Park (72),0,0
2015-10-06,Black Creek (24),1,0
2015-03-08,Regent Park (72),1,0
2019-10-09,Malvern East (146),0,0
2021-07-19,York University Heights (27),1,0
2008-08-31,Yorkdale-Glen Park (31),1,0
2021-12-25,Humber Summit (21),0,0
2018-02-14,Yorkdale-Glen Park (31),2,0
2015-11-16,Regent Park (72),2,0
2013-10-15,Humber Summit (21),1,0
2014-12-13,Mount Olive-Silverstone-Jamestown (2),0,0
2007-01-31,York University Heights (27),1,0
2017-10-31,Humber Summit (21),1,0
2022-06-10,York University Heights (27),1,0
2023-03-03,Humber Summit (21),1,0
2005-02-03,York University Heights (27),1,0
2015-03-21,Humber Summit (21),2,0
2008-08-24,Humber Summit (21),0,0
2023-11-02,Black Creek (24),2,0
2012-11-03,Humber Summit (21),0,0
2021-03-31,York University Heights (27),2,0
2006-09-07,Humber Summit (21),3,1
2015-10-20,York University Heights (27),0,0
2008-09-17,Black Creek (24),1,0
2018-01-01,York University Heights (27),1,0
2021-08-08,York University Heights (27),0,0
2013-07-26,Black Creek (24),0,0
2007-09-11,Glenfield-Jane Heights (25),0,1
2023-06-17,Englemount-Lawrence (32),0,0
2019-12-14,York University Heights (27),0,0
